Name,Type,Form ID,Status,Also Known As,Count
Clark Avenue,"""Infrastructure (Streets, Highways, Water Tower)""","LOOP13,SLPLA4",Marked/Current,,2
Claver House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TVBP15,Marked/Current,,1
Clayton,Other Places,"MTHS5,SFSL2,SFSL38,MZSPJ6,MZSPK11,PAFB1,CAML1",Marked/Current,,7
Clayton-Tamm Neighborhood,Neighborhood (Internal and External Lines),,Marked/Current,,0
Clementine's Creamery,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","TGFM9,MZSPK10,SFTF2",Marked/Current,,3
Cliff Cafe Road,"""Infrastructure (Streets, Highways, Water Tower)""",SLAM3,Marked/Current,,1
Cliff Cave Park,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPB19,SFSL12",Marked/Current,,2
Clifton Heights Neighborhood,Neighborhood (Internal and External Lines),"SLAM17,MOHM8",Marked/Current,,2
Clifton Heights Park,"""Park Space (Park, Garden, Tree, Skate Park)""",MOHM8,Marked/Current,,1
Coachlite Skate Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CCFV3,Marked/Current,,1
Coalition for Truth and Independence,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHMC1,Marked/Current,,1
Coffee and Comics (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPG10,Marked/Current,,1
Coldwater Creek,Waterways and Geological Features,INDI10,Marked/Current,,1
College Ave,"""Infrastructure (Streets, Highways, Water Tower)""",HMES4,Marked/Current,,1
College Hill Neighborhood,Neighborhood (Internal and External Lines),TRNG2,Marked/Current,,1
Columbia Bottoms,"""Park Space (Park, Garden, Tree, Skate Park)""",SLAM9,Marked/Current,,1
Columbus Square Neighborhood,Neighborhood (Internal and External Lines),,Marked/Current,,0
Comet Movie Theater,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",AHFS7,Erased /Demolished,,1
Community Wellness Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES7,Potential/Imaginary,,1
Companion Kombucha,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPE11,Marked/Current,,1
Compton Heights Historic District,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","INDI15,TRNG2",Marked/Current,,2
Compton Heights Reservoir,"""Infrastructure (Streets, Highways, Water Tower)""",SFSL29,Marked/Current,,1
Compton Hill Reservoir Park,"""Park Space (Park, Garden, Tree, Skate Park)""",PULS6,Marked/Current,,1
Compton Hill Water Tower,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPA15,MZSPB9,MZSPB10,MZSPF6,INDI2,SFSL29,SFSL33,PULS15,SLAM17,MZSPK4,SLPLB3,SLPLB7",Marked/Current,,12
Concordia Seminary,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB6,Marked/Current,,1
Confederate Statue (unmarked),"""Artwork (Statue, Sculpture)""",SFSL31,Potential/Imaginary,,1
Confluence,Waterways and Geological Features,"TRNG1,TRNG6,MZSPE15,MZSPB19,MZSPB21,MZSPB42,MZSPB47,SFSL38,SFSL40,WUEC15,MOHM21",Marked/Current,,11
Contemporary Art Museum,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPD3,MZSPB26,SFSLB7,TGFM9,MZSPK6,CAMF3,MZSPL9,PAFB3,MOHMC1,CAML8,SLPLC10",Marked/Current,,11
Coral Court Motel,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WUECB12,Erased /Demolished,,1
Corner 17,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB5,Marked/Current,,1
Covenant Blu Grand Center,Neighborhood (Internal and External Lines),TRNG2,Marked/Current,,1
Craft Beer Cellar,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGFM11,Marked/Current,,1
Creek,"Waterways and Geological Features,Personal Site",LOOP4,Marked/Current,,1
Crestwood Mall,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPF17,Erased /Demolished,,1
Creve Coeur,Other Places,"SFSL28,LOOP4",Marked/Current,,2
Creve Coeur Lake,Waterways and Geological Features,SFSL28,Marked/Current,,1
Creve Coeur Park,"""Park Space (Park, Garden, Tree, Skate Park)""","SFSL38,LOOP1",Marked/Current,,2
Creve Coeur Soccer Park,"""Park Space (Park, Garden, Tree, Skate Park)""",SFSL28,Marked/Current,,1
Criterion Theater,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CAML9,Erased /Demolished,,1
Crown Candy,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPC4,MZSPE5,MZSPB1,MZSPB21,SFSL21,SLAM1,TGFM9,MZSPK8,TGPF3,MOHM21,MZSPK11,MZSPK13,MOBG5,WUECB8",Marked/Current,,14
Crown Soul Food Restaurant,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CAML9,Erased /Demolished,,1
Cunst Gallery,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPJ2,Marked/Current,,1
Custard Factory,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSL30,Marked/Current,,1
Dairy Queen,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WUECC2,Marked/Current,,1
Dave and Buster's,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TVBP11,Marked/Current,,1
DeBaliviere Place Neighborhood,Neighborhood (Internal and External Lines),,Marked/Current,,0
Deer Creek Park (Rocketship park),"""Park Space (Park, Garden, Tree, Skate Park)""",TGPF26,Marked/Current,,1
Delmar Blvd,"""Infrastructure (Streets, Highways, Water Tower)""","TRNG1,MTHS10,MZSPE4,MZSPE11,MZSPB11,MZSPF21,SFSL28,LOOP2,SFSLB19,TGFM1,TGFM9,MZSPK6,MOHM11,MZSPK11,SLPLC4,SLPLC18,MZSPO1",Marked/Current,,17
Delmar Divide,Notable Site,"AHFS3,SFSL28,SLAM25,MZSPJ2,MZSPK11",Marked/Current,,5
Delmar Hall,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGFM9,Marked/Current,,1
Delmar Walk of Fame,"""Artwork (Statue, Sculpture)""",SLPLC4,Marked/Current,,1
Delor Avenue,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPA6,Marked/Current,,1
Des Peres Presbyterian Church,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WUECB4,Marked/Current,Old Stone Meeting House,1
Dewey Street,"""Infrastructure (Streets, Highways, Water Tower)""",SLAM15,Marked/Current,,1
Dizzy Gillespie House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES6,Potential/Imaginary,,1
Dogtown,Neighborhood (Internal and External Lines),"MZSPB11,INDI7,SFSL37,SFSL41,SFSL2",Marked/Current,,5
Donut Shop (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPB37,WUECC2",Marked/Current,,2
Douglass High School,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPB18,INDI9",Erased /Demolished,,2
Downtown Neighborhood,Neighborhood (Internal and External Lines),"MTHS8,MTHS11,MZSPB10,SFSL27,MOHMB2,SLAM4,MZSPJ5,MZSPJ6,MZSPK7,TGPF5,TGPF6,MZSPG10,HMES11,SLPLC6",Marked/Current,,14
Dr. Martin Luther King Dr,"""Infrastructure (Streets, Highways, Water Tower)""",AHFS3,Marked/Current,,1
Dr. Martin Luther King Jr. Statue,"""Artwork (Statue, Sculpture)""",LPCM3,Marked/Current,,1
Dred and Harriet Scott Statue,"""Artwork (Statue, Sculpture)""","AHFS3,LOOP1,MZSPH7,MZSPI6,SFSLB6,CSRF1",Marked/Current,,6
Dred Scott Grave (Calvary Cemetery),Notable Site,WUECB4,Marked/Current,,1
Dred Scott v. Sanford (1857),Notable Site,"PULS16,LSRC6",Marked/Current,,2
Drury Inn,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","AGGA8,AGGA16,MZSPL11",Marked/Current,,3
Duck Room (Blueberry Hill),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB7,Marked/Current,,1
Dumpsters (unmarked),"""Infrastructure (Streets, Highways, Water Tower)""",PULS8,Marked/Current,,1
Dutchtown Neighborhood,Neighborhood (Internal and External Lines),"TRNG2,CRC8,TGPF3,MOHM1,SLPLC21",Marked/Current,,5
Eads Bridge,"""Infrastructure (Streets, Highways, Water Tower)""","MZSPF13,SFSL8,LOOP11,SLAM7,SFSLB16,WUEC15,MZSPG12,SLPLC12",Marked/Current,,8
Earthbound,"""Infrastructure (Streets, Highways, Water Tower)""",SLAM2,Marked/Current,,1
Earthdance Farm,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","AHFS8,JCLB5",Marked/Current,,2
East St. Louis,Other Places,"TRNG1,MZSPA20,MZSPC3,MZSPB19,INDI5,SFSL13,SFSL27,OFRC9,TGFM1,JCLB10,MZSPG10,PAFB2,HMES5,HMES7,HMES9,HMES12",Marked/Current,,16
East St. Louis Government,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES2,Marked/Current,,1
East St. Louis Lincoln Senior High,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","OFRC9,HMES3,HMES9",Marked/Current,,3
East St. Louis School District 189,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES2,Marked/Current,,1
East St. Louis Senior High School,"""Infrastructure (Streets, Highways, Water Tower)""",HMES10,Marked/Current,,1
Economy Museum,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB6,Marked/Current,,1
Edison Theatre (Washington University),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB7,Marked/Current,,1
Edmund Babler Memorial State Park,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPL2,CSRF6",Marked/Current,,2
Edward Jones Dome,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSL30,Marked/Current,,1
Eiffel Tower,Notable Site,MZSPE14,Marked/Current,,1
El Chico Bakery ,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPB18,Marked/Current,,1
Elijah Lovejoy,Notable Site,"TRNG7,MZSPG12",,,2
Ellis Wainwright House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",INDI15,Erased /Demolished,,1
Emanuel de Hodiamont House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",INDI15,Marked/Current,,1
Enterprise Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPF2,SFSL15,SFSL37,SFSL38,LOOP13,SFSLB2,SFSLB4,SFSLB6,LSRC6,TGEM5,MZSPJ5,MZSPJ6,SFTF6,SLPLA4,MZSPO5",Marked/Current,,15
Epiphany Catholic Church,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHM8,Marked/Current,,1
Ernest Trova Sculpture (unmarked),Personal Site,MZSPK15,Marked/Current,,1
Ethical Society,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",JCLB1,Marked/Current,,1
Euclid Avenue,"""Infrastructure (Streets, Highways, Water Tower)""","MZSPE3,LPCM3,LPCM4,SLPLC3",Marked/Current,,4
Eugene Field House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",INDI15,Marked/Current,Field House Musem,1
"Eureka, MO",Other Places,MZSPL2,Marked/Current,,1
Everest Cafe,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",PULS13,Marked/Current,,1
Exit 6,Notable Site,SLAM2,Marked/Current,,1
Eye See Me,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLC22,Marked/Current,,1
Fairgrounds Park,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPA15,MZSPE5,SFSL13,TRNG2,TRNG4,LOOP1,OFRC2,LSRC3,MZSPK6,CLSC4,AGGA1,PAFB4,TVBP16,CSRF6",Marked/Current,,14
Fairmont City,Other Places,"CAML12,SLPLB5",Marked/Current,,2
Family Arena,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGPF8,Marked/Current,,1
Family Dollar,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGPF27,Marked/Current,,1
Farmer's Market (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGEM6,Marked/Current,,1
Faust Historic Village,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB15,Marked/Current,,1
Faust Park,"""Park Space (Park, Garden, Tree, Skate Park)""","SFSL4,SLAM1,MOHM21",Marked/Current,,3
Federal Reserve Bank of St. Louis,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",AGGA3,Marked/Current,,1
Fenton Landfill,Notable Site,MZSPA21,Marked/Current,,1
Ferguson,Other Places,"SFSL8,TRNG3,MZSPH7,PAFB2,MZSPN1",Marked/Current,,5
Ferguson Brewery,Notable Site,SLAM2,Marked/Current,,1
Ferguson Police Department,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA11,Marked/Current,,1
Ferguson Uprising,Notable Site,"MZSPB19,MZSPH7",Marked/Current,,2
Fern Ridge Tree,Waterways and Geological Features,TGPF9,Marked/Current,,1
Fire hydrants (unmarked),"""Infrastructure (Streets, Highways, Water Tower)""",PULS8,Marked/Current,,1
First World Chess Championship,Notable Site,SFSL17,Marked/Current,,1
Fitz's ,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPB26,MZSPB46,SFSL5,SFSL19,MZSPL5",Marked/Current,,5
Five Rudders by Alexander Calder,"""Artwork (Statue, Sculpture)""",MZSPK15,Marked/Current,,1
Flamingo Bowl,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFTF3,Marked/Current,,1
FleishmanHilliard Public Relations,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPF2,Marked/Current,,1
Flood Gates,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPK6,Marked/Current,,1
Florissant,Other Places,"MTHS7,LOOP4,SFSLB3,CCFV6",Marked/Current,,4
Foam,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB7,Marked/Current,,1
Fontbonne University,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB3,Marked/Current,,1
Food Pantry (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WUEC13,Marked/Current,,1
FOOD ROOF Farm,"""Park Space (Park, Garden, Tree, Skate Park)""",MZSPJ2,Marked/Current,,1
Food Truck Friday,Other Places,,Marked/Current,,0
Forest Park,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPA15,MZSPA16,MZSPA18,MZSPA22,MZSPD4,MTHS2,MTHS5,MTHS8,MZSPE2,MZSPE4,MZSPE11,MZSPB10,MZSPB11,MZSPB17,MZSPB21,MZSPB24,MZSPB34,MZSPF13,MZSPF21,AHFS3,INDI7,INDI4,INDI10,SFSL2,SFSL3,SFSL4,SFSL5,SFSL7,SFSL9,SFSL13,SFSL17,SFSL23,SFSL27,SFSL28,SFSL35,SFSL37,SFSL38,SFSL40,SFSL41,TRNG4,LOOP1,LOOP7,LOOP9,LOOP11,LOOP15,MZSPH1,OFRC7,MZSPH5,PULS2,PULS7,PULS9,PULS13,PULS21,MZSPI6,MOHMB1,MOHMB3,SLAM1,SLAM17,SLAM18,SLAM31,SLAM33,SLAM36,SFSLB1,SFSLB2,SFSLB3,SFSLB6,SFSLB8,SFSLB13,SFSLB15,SFSLB16,SFSLB19,LSRC3,LSRC7,TGEM4,TGEM5,WUEC15,MZSPJ2,MZSPJ5,MZSPJ6,TGFM3,TGFM5,TGFM7,TGFM8,TGFM9,TGFM11,MZSPK6,MZSPK8,MZSPK9,MZSPK10,TGPF2,TGPF3,TGPF8,JCLB1,JCLB11,MZSPG10,MZSPG11,MOHM2,MOHM5,MOHM7,MOHM11,MOHM19,MOHM20,MOHM21,MZSPK14,TGPF32,MOBG2,MOBG4,MOBG5,SFTF1,SFTF2,SFTF5,SFTF6,CAMF1,CAMF2,CLSC1,CLSC4,PAFB4,SLPLA6,MOHMC2,CAML1,CAML2,CAML8,TVBP3,TVBP11,TVBP16,MZSPN1,CSRF6,SLPLB5,MOHMD4,HMES11,SLPLC1,SLPLC5,SLPLC13,SLPLC14,SLPLC15,SLPLC16,MZSPO4,MZSPO5",Marked/Current,,138
Forest Park Parkway,"""Infrastructure (Streets, Highways, Water Tower)""",INDI11,Marked/Current,,1
Foundry Art Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLC20,Marked/Current,,1
Fountain at World's Fair Pavilion,"""Park Space (Park, Garden, Tree, Skate Park)""",LOOP7,Marked/Current,,1
Fountain Avenue,"""Infrastructure (Streets, Highways, Water Tower)""",LPCM3,Marked/Current,,1
Fountain in Fountain Park,"""Artwork (Statue, Sculpture)""",LPCM4,Marked/Current,,1
Fountain of Youth,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM27,Potential/Imaginary,,1
Fountain Park,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPA15,AHFS9,LPCM3,LPCM4",Marked/Current,,4
Fountains in Tower Grove Park,"""Park Space (Park, Garden, Tree, Skate Park)""",SLAM7,Marked/Current,,1
Fox Park,"""Park Space (Park, Garden, Tree, Skate Park)"",Neighborhood (Internal and External Lines)","MZSPA15,TGFM9,TGPF3,CSRF6",Marked/Current,,4
Fox Theatre,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPA16,MTHS10,MZSPE2,MZSPB18,SFSL15,SFSL21,SFSL27,PULS19,MOHMB2,SLAM7,SLAM16,SFSLB16,PSPL4,MOHM12,MZSPL1,CAML8,CAML11,MZSPO4",Marked/Current,,18
Francis Park,"""Park Space (Park, Garden, Tree, Skate Park)""","CSRF6,SLPLC2",Marked/Current,,2
Frank Holton State Park,"""Park Space (Park, Garden, Tree, Skate Park)""",HMES5,Marked/Current,,1
Frank Lloyd Wright House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CLSC1,Marked/Current,,1
Frankie Muse Freeman Statue,"""Artwork (Statue, Sculpture)""",,,,0
Franklin Street,"""Infrastructure (Streets, Highways, Water Tower)""",CAML9,Marked/Current,,1
Freedom Arts & Education Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CRC8,Marked/Current,,1
French Settlements,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM37,Erased /Demolished,,1
Friedrich Hecker Monument,"""Artwork (Statue, Sculpture)""",JCLB8,Marked/Current,,1
Friend's House (unmarked),Personal Site,SLAM33,Marked/Current,,1
Friendly Temple Church,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",AHFS3,Marked/Current,,1
Friendship Brewery,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM2,Marked/Current,,1
Frontenac,Other Places,MOHM11,Marked/Current,,1
Funny Bone Comedy Club,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPE12,Marked/Current,,1
Future MLS Stadium,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL2,SFSL9",Potential/Imaginary,,2
Fyler Park,"""Park Space (Park, Garden, Tree, Skate Park)""",SFSLB1,Marked/Current,,1
Galleries (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHMC1,Marked/Current,,1
Gamble Recreation Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CAML9,Marked/Current,,1
Gaslight Square,Notable Site,"MZSPE5,MOHMB2,SLAM3,SLPLB11",Marked/Current,,4
Gateway Arch Park,"""Park Space (Park, Garden, Tree, Skate Park)""","LSRC3,MZSPJ3",Marked/Current,,2
Gateway Geyser,"""Park Space (Park, Garden, Tree, Skate Park)""","PULS7,HMES5",Marked/Current,,2
Gateway Mall,Notable Site,MZSPA20,Marked/Current,,1
Gateway National Bank,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA19,Erased /Demolished,,1
Gelateria Del Leone,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","TGPF29,MZSPL12",Marked/Current,,2
Gene Kranz,Personal Site,MOBG2,,,1
Gentrification,Notable Site,TGFM1,Marked/Current,,1
Good News Brewery,Notable Site,SLAM2,Marked/Current,,1
Goodfellow Blvd,"""Infrastructure (Streets, Highways, Water Tower)""","SFSLB19,LPCM2",Marked/Current,,2
Goody Goody Diner,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPJ2,FPPCA4",Marked/Current,,2
Graffiti Walls/Paint Louis,Notable Site,"SLAM7,MZSPK6",Marked/Current,,2
"Grafton, IL",Other Places,SFSL27,Marked/Current,,1
Graham Chapel,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM7,Marked/Current,,1
Grand Blvd,"""Infrastructure (Streets, Highways, Water Tower)""","TRNG7,MZSPA18,MZSPA23,MTHS10,SFSL29,LOOP11,PULS6,PULS8,PULS12,PULS19,MOHMB2,SLAM15,SLAM17,TGEM3,JCLB10,MOHM6,TGPF29,CAMF1",Marked/Current,,18
Grand Center Arts Academy,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MTHS10,CAML11",Marked/Current,,2
Grand Center Arts District,Notable Site,"MZSPE5,MZSPB34,TRNG2,MOHM12,PULS19",Marked/Current,,5
Grand Tower Corinthian,"""Infrastructure (Streets, Highways, Water Tower)""","TRNG7,MZSPC4,INDI15,MZSPE5,SFSL28,PULS15,PULS18,JCLB10",Marked/Current,Grand Avenue Water Tower,8
Grandel Square,Other Places,FPPCA2,Marked/Current,,1
Grandma's House (unmarked),Personal Site,"CRC7,SLAM33",Marked/Current,,2
Grandpa's House (unmarked),Personal Site,CRC7,Marked/Current,,1
"Granite City, IL",Other Places,INDI11,Marked/Current,,1
Grant's Farm,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPB34,SFSL5,SFSL12,SFSLB15,SFSLB16,WUEC15,WUEC16,TGPF2,TGPF3,TGPF27,WCRC7",Marked/Current,,11
Grant's Trail,"""Park Space (Park, Garden, Tree, Skate Park)""","SLAM17,TGPF2",Marked/Current,,2
Grass Valley Roots ,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPB33,Marked/Current,,1
Gravel Station (unmarked),Personal Site,,,,0
Gravois Avenue,"""Infrastructure (Streets, Highways, Water Tower)""","MZSPA6,MZSPO1",Marked/Current,,2
Gravois Park,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPA15,TRNG2,TGPF12,MOHM1,CSRF6",Marked/Current,,5
Great Rivers Greenway - Chouteau,"""Infrastructure (Streets, Highways, Water Tower)""",CLSC4,Potential/Imaginary,,1
Greenwood Cemetery,"""Park Space (Park, Garden, Tree, Skate Park)""",WUEC15,Marked/Current,,1
Griot Museum of Black History,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","AHFS3,SFSL8,MZSPB21,WUECB2,WUECB4,FPPCA3",Marked/Current,,6
Grotto Sisters of St Joes,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TRNG7,,,1
Gus Pretzels,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL15,MZSPL5",Marked/Current,,2
Halls Ferry Circle,"""Infrastructure (Streets, Highways, Water Tower)""","SFSLB19,LPCM2",Marked/Current,,2
Halls Ferry Road,"""Infrastructure (Streets, Highways, Water Tower)""","SFSLB19,LPCM2",Marked/Current,,2
Hampton Avenue,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPA17,Marked/Current,,1
Hampton Gardens,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB1,Marked/Current,,1
Hank's Cheesecake Emporium,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPK9,Marked/Current,,1
Harris-Stowe State University,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CAML9,Marked/Current,,1
Hazelwood School District v. Kuhlmeier (1988),Notable Site,PULS16,Marked/Current,,1
Heavy Riff Brewing Company,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","TGFM11,SLAM2",Marked/Current,,2
Heman Park,"""Park Space (Park, Garden, Tree, Skate Park)""",AHFS4,Marked/Current,,1
Henry Shaw House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSL20,Marked/Current,,1
Hi Point Drive-In (restaurant),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPN3,Marked/Current,,1
Highway 3,"""Infrastructure (Streets, Highways, Water Tower)""",HMES12,Marked/Current,,1
Highway 44,"""Infrastructure (Streets, Highways, Water Tower)""","TRNG1,MZSPA7,MZSPA21,MZSPD1,MTHS5,MTHS8,MTHS9,MZSPE5,MZSPE12,MZSPB34,SFSL29,PULS5,PULS20,SLAM3,TGFM11,MZSPK3,MZSPK4,MZSPG10,MZSPG11,MOHM9,MOHM13,TGPF20,CAMF1,MOHMD1,MZSPO5",Marked/Current,,25
Highway 55,"""Infrastructure (Streets, Highways, Water Tower)""","MTHS5,MTHS8,SFSL8,PULS5,TGFM11,MZSPK3,MZSPG11,TGPF20,CAML12,MOHMD1,HMES12,SLPLC1",Marked/Current,,12
Highway 64/40,"""Infrastructure (Streets, Highways, Water Tower)""","MZSPA7,MZSPA17,MZSPA18,MZSPA21,MZSPD1,MTHS5,MTHS8,MTHS9,MZSPE5,MZSPF4,PULS5,PULS7,PULS18,SLAM3,MZSPJ5,TGFM11,MZSPK3,MZSPG10,MZSPG11,TGPF20,CAMF1,CAMF3,CAML12,MZSPN1,MOHMD1,SLPLC1",Marked/Current,,26
Highway 70,"""Infrastructure (Streets, Highways, Water Tower)""","MZSPE5,PULS5,PULS18,TGPF20,CAMF1,CAMF3,AGGA13,CAML12,MOHMD1,HMES12",Marked/Current,,10
Highway 100,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPL2,Marked/Current,,1
Highway 109,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPL2,Marked/Current,,1
Highway 141,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPA21,Marked/Current,,1
Highway 157,"""Infrastructure (Streets, Highways, Water Tower)""",HMES12,Marked/Current,,1
Highway 170,"""Infrastructure (Streets, Highways, Water Tower)""","MTHS8,PULS5,TGPF20,CAMF1",Marked/Current,,4
Highway 255,"""Infrastructure (Streets, Highways, Water Tower)""","TGPF20,HMES12",Marked/Current,,2
Highway 270,"""Infrastructure (Streets, Highways, Water Tower)""","MZSPA18,MZSPD1,MTHS5,MZSPB22,SLAM3,SLAM25,TGFM11,MZSPG10,TGPF20,CAMF1,MOHMD1",Marked/Current,,11
Highways (unmarked),"""Infrastructure (Streets, Highways, Water Tower)""",,Marked/Current,,0
Himalayan Yeti Restaurant,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB1,Marked/Current,,1
Hispanic Chamber of Commerce,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLC22,Marked/Current,,1
Historic 14th Street Mall ,Other Places,"WUEC10,WUECC5,WUECC7",Erased /Demolished,,3
Historic Business District,Other Places,HMES5,Marked/Current,,1
Historic Daniel Boone Home,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL9,TGPF2",Marked/Current,,2
Historic Entertainment District (unmarked),Other Places,HMES5,Marked/Current,,1
Historical Housing (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLC5,Marked/Current,,1
Hobo College,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA20,Potential/Imaginary,,1
Holly Hills Neighborhood,Neighborhood (Internal and External Lines),"MZSPB44,TRNG2",Marked/Current,,2
